0,1,2,3,4,5,6,7,8,9,10
7607,8123,3884,3208,13012,3175,2652,5863,12562,13220,1762
7608,9242,11271,7887,12034,3586,4715,12392,7391,13083,7148
7609,7417,1431,1965,10743,1808,12794,2285,6695,13279,7798
7610,12230,1478,11618,5468,12170,6072,6181,11141,12721,1122
7611,3601,960,4942,6774,10748,9337,4797,4801,6888,7539
7612,786,12084,3746,11160,5585,4669,12666,8329,3750,4314
7613,3585,11727,7487,12271,3079,12272,5751,5388,11068,12606
7614,3807,6670,11691,4328,4822,6650,9417,12410,11347,10278
7615,5685,8034,9157,10001,8118,10809,5128,856,12629,12036
7616,5459,5218,56,2087,2482,1537,10105,3175,5623,13012
7617,12965,8043,6382,12871,5610,8293,5034,4299,7717,4419
7618,5999,12463,9071,2562,3724,7995,12869,2464,12546,9845
7619,1790,9654,12838,9210,11536,7341,10363,4120,7919,4709
7620,9303,11635,4004,9909,8442,8538,2753,12953,2142,4256
7621,11874,11783,5267,10300,9317,8150,10258,3233,4388,6606
7622,8035,2907,9195,2893,10251,5755,1343,1756,8433,3091
7623,4712,13071,8502,5330,7007,6087,8120,11967,8121,1573
7624,3164,5539,10409,6933,5152,9763,7579,12908,4888,10596
7625,9812,9823,10162,526,434,4775,3936,10271,5016,7540
7626,115,2858,3146,2393,11241,2064,611,10284,2045,6894
7627,9381,1401,6295,485,892,6438,4589,8588,2860,218
7628,11744,7482,9754,1474,5178,2875,7064,10215,4026,8640
7629,1038,2925,1701,8268,1140,6144,936,7647,9353,5982
7630,680,1787,5546,3372,1616,5805,2116,6662,9519,4867
7631,2890,3425,1600,8566,971,1048,791,5928,151,297
7632,7240,5316,2333,3588,10938,3577,12157,2742,11619,3036
7633,2975,919,6652,3842,9496,5698,2905,3765,5860,11145
7634,6823,5404,7160,12692,5244,7985,8335,4533,8633,9140
7635,11300,453,5054,10930,6353,4548,3359,623,221,5920
7636,9524,5871,4225,1519,8931,2500,3214,7661,11165,3507
7637,1173,650,12959,12668,6719,6457,3129,4239,10047,5757
7638,11727,11062,12142,11512,11793,10321,11734,11982,10408,9676
7639,10953,4813,5045,11869,2299,6051,9605,2448,7173,12426
7640,6610,3566,6666,1716,4787,8493,5104,13019,8620,11330
7641,45,3678,3062,7599,2089,12161,6915,9056,11881,13367
7642,1352,6494,3116,6828,6364,2396,13318,2314,5896,9861
7643,4954,8513,1107,1083,9720,952,7654,11956,12740,7364
7644,6511,8726,8864,8689,1867,4093,2954,6818,907,403
7645,7256,11613,7275,7247,6375,4723,10383,5733,7408,4334
7646,1273,9490,216,8992,11785,2857,4927,11343,547,5375
7647,959,3573,9353,1862,6941,8854,2925,12304,8268,7629
7648,11556,7495,4315,900,8423,2912,6237,2739,10897,9710
7649,801,2474,1041,6617,13169,5213,11447,9801,6711,10625
7650,2039,244,12745,12108,3806,2517,9389,12861,10798,2261
7651,3053,4903,4767,1435,910,5526,10958,3354,10825,13108
7652,8452,4114,9432,5040,12260,1020,4125,7573,11037,13148
7653,10727,12640,6730,555,11763,3569,3257,3588,7139,4697
7654,1033,8540,13168,9466,6474,12164,4531,9710,6485,12210
7655,8980,13324,512,8354,10956,11700,9345,7321,2597,6829
7656,9539,806,1606,3689,630,1412,5664,7880,1859,11922
7657,1577,1586,4278,13002,5591,8435,10109,10598,5145,4405
7658,7894,665,395,1231,4592,5247,4157,4063,8333,9120
7659,3671,2307,2237,2980,5635,12222,5789,10203,11596,7819
7660,3735,1516,1970,5772,1070,5123,6166,12992,3965,2973
7661,10689,3214,4615,2956,6756,4902,4696,8436,6651,6684
7662,12163,12987,6395,3979,10130,539,2743,7350,11414,9730
7663,2732,5161,2962,7538,8273,13054,2696,6282,8201,11071
7664,2134,2926,8773,7319,10260,11918,9879,9027,3548,9348
7665,3925,2215,4781,3892,10501,10880,2418,11545,6296,10677
7666,9883,8878,634,11552,6549,9386,10167,1250,1603,440
7667,3382,11232,13414,4978,2319,12473,7309,12858,9684,3760
7668,7251,1759,156,712,975,13286,3818,11902,13396,10976
7669,6461,2168,9238,9190,1419,4213,11542,13341,3145,6164
7670,4614,3616,10774,432,12,1547,864,5849,6342,13177
7671,9744,9160,2339,11799,6813,4962,12774,12786,6612,6152
7672,7800,5412,9390,7950,5653,4710,5834,10861,344,12418
7673,8503,6338,670,8750,9395,7863,3835,5377,1805,10706
7674,12526,12216,2272,10026,6604,3931,1645,8386,9019,6523
7675,3855,10836,1045,3924,342,5103,11164,11819,2656,1639
7676,10192,5231,3778,2311,7943,8603,12506,9361,6135,9691
7677,4573,4698,4319,13403,1323,4132,3375,12711,3521,1390
7678,1566,11847,13237,3066,4367,10873,7805,10704,7415,5490
7679,2765,4324,2267,7286,1505,6359,6724,4181,3729,5360
7680,10346,6605,11384,2798,10047,5757,12668,1173,7637,650
7681,5665,4178,8687,9442,6111,1892,3741,5064,4770,13109
7682,6448,3540,7254,4751,1642,10856,3058,3307,7606,8343
7683,3072,11537,13299,11399,2459,10917,10299,4894,10571,5542
7684,11292,11610,3204,6047,11621,8651,4772,13269,6615,4803
7685,5301,11712,11238,10509,12353,12254,3313,10096,6879,2527
7686,8106,5028,290,8778,1254,13408,6531,4968,13138,9260
7687,9666,8984,12699,1221,12118,3370,8308,8528,6637,5178
7688,5840,5906,859,10164,2435,7073,8662,2674,3599,364
7689,2506,780,6477,9943,2797,12861,244,11408,5170,8288
7690,5221,9270,6355,6268,10870,6020,1574,6183,6405,6871
7691,9126,11949,5083,3013,6566,6561,4473,3549,12712,10101
7692,10140,568,9016,3731,8924,10865,9165,2467,5590,2939
7693,12635,9681,8275,8819,12719,9627,3490,10817,6750,12933
7694,2848,13148,9747,848,12405,8927,4456,12188,9169,5393
7695,12766,9626,6111,8687,9442,5665,1892,5064,7681,13109
7696,4176,7796,4198,3876,3635,9924,7764,274,11725,12631
7697,10205,5882,12553,12537,10458,3747,3476,10415,12402,10590
7698,2328,7280,8467,10265,8244,8559,3063,4900,7230,147
7699,6953,4626,5437,384,9229,11126,2276,11550,4300,11322
7700,6865,3893,11291,4765,3723,1981,2288,6358,13387,11959
7701,3426,3896,3010,1138,451,9665,2493,10238,4386,10523
7702,1928,7219,2546,10089,7576,7667,3646,7206,11406,11500
7703,4573,1323,543,3481,7677,3375,4698,4556,4319,9767
7704,4005,9219,208,5141,3045,629,565,2761,8642,7257
7705,4391,128,9023,6538,8723,11352,10805,2667,3889,3820
7706,12155,2241,12395,336,10966,13389,4634,5688,12344,12779
7707,2779,154,6996,508,652,5381,981,4121,7218,12329
7708,1684,3138,144,922,1403,7864,3207,8892,5082,3843
7709,3985,12928,8406,12358,10144,2746,12790,7808,6041,7461
7710,9045,4537,7391,13238,467,13083,12392,1610,6474,3586
7711,10531,8101,2988,8028,3335,12444,6230,10079,2965,11407
7712,12142,8294,11062,2853,10321,4914,11068,7638,12841,11734
7713,7205,13338,9644,5481,3484,3946,12824,8625,609,12850
7714,11544,4846,7298,6220,10931,8320,10467,5833,4516,10558
7715,9407,10806,4861,6157,6771,12725,1186,6851,9510,1082
7716,13327,7929,6314,4326,4442,12165,8196,9762,12450,3239
7717,4299,4419,1919,3037,7814,8458,9668,7075,12871,6752
7718,4258,4209,1324,1643,1569,10269,6504,761,1654,1319
7719,5448,3136,3487,6580,9403,1761,7830,8484,576,6658
7720,10886,10112,4247,1260,9873,11659,5608,5525,4680,6758
7721,5879,3311,5856,2289,3354,2280,935,1435,9293,11224
7722,13106,5680,8312,8986,5778,6797,9052,9179,13149,7178
7723,5027,920,1339,1261,2078,1008,4539,3945,6868,9846
7724,1331,5612,8893,4064,4959,1374,9870,8669,1824,8281
7725,11862,3055,4955,10725,7963,4014,2766,6584,1896,6862
7726,8811,7557,11451,2465,653,8656,8357,9401,8070,10949
7727,10087,4930,190,13011,268,10894,4304,13271,8129,4603
7728,3298,7529,6374,7192,5378,874,1536,13255,7987,5467
7729,4329,9853,2573,5651,8291,12519,3773,6224,9196,7457
7730,5719,91,6972,3509,8604,1027,10847,4988,7782,8617
7731,6301,13002,10598,5145,4405,4278,4671,1586,8435,11738
7732,12225,5370,5084,4535,853,246,7485,7123,12433,5532
7733,187,10484,10505,6671,9913,9053,12282,5710,6889,6275
7734,5422,5708,10746,10552,12102,10372,8692,5709,11645,2829
7735,11099,8756,13322,3800,760,1203,11511,3869,9469,12730
7736,12043,2880,11106,10012,9028,10580,10833,3166,4317,7299
7737,1072,2198,2601,7012,9314,5774,12095,487,3083,7142
7738,10852,6264,4549,13042,3704,544,8952,8068,8769,1007
7739,6515,13322,8302,13001,760,11430,481,1327,5187,10454
7740,6562,6858,1583,12419,11869,6299,6316,7089,7173,11814
7741,2717,9012,10257,10293,6563,2910,3523,13051,7447,4815
7742,6406,8730,8278,11385,7407,9638,9252,9382,11043,7131
7743,5188,9927,10820,6638,3952,10742,10780,3645,8000,335
7744,6416,11819,11164,2656,3924,4289,3855,1045,1653,11789
7745,6742,1873,11376,12921,12666,7978,8862,12797,12825,1271
7746,9157,8965,5128,8184,10809,10550,5052,3398,7615,12028
7747,8449,4378,8755,10693,6088,5782,6811,5063,8011,4476
7748,353,2018,300,530,9802,3221,4633,8575,4074,11652
7749,85,7080,6161,9230,10578,12948,4874,1136,3919,2426
7750,8752,4232,2350,6455,4100,10749,6098,4192,4027,10037
7751,3641,7958,6662,5162,2750,2636,6492,4943,3372,1616
7752,7092,5565,12946,12033,5558,9197,2404,3952,10820,2337
7753,6734,3705,6770,11069,4402,2271,1338,4052,9712,1535
7754,5299,1153,2144,9175,4188,387,7307,10288,12951,12222
7755,8306,2658,42,2138,13,537,4021,10532,80,5667
7756,6068,891,4976,1855,2803,3782,132,348,1544,7790
7757,2833,4095,5792,13423,10212,4824,9291,12663,4472,8188
7758,11781,11999,4129,12621,2009,6150,9688,7167,10722,12777
7759,62,415,11306,9108,11971,2128,10926,3556,5366,3260
7760,12998,13372,10237,3674,10842,5787,10045,7229,1807,10005
7761,12858,11434,7309,3760,7260,6909,2319,3970,9684,12473
7762,12269,13095,9110,13416,4349,6317,3439,124,5530,12856
7763,4318,3486,996,5185,3894,1884,10521,11709,10160,8252
7764,3635,7796,4176,4198,9924,3876,274,11725,12631,7696
7765,2347,9250,11869,10898,7519,10053,7909,2448,7639,7850
7766,11426,2259,11654,4393,8007,6436,2112,13409,1969,5156
7767,545,3077,8904,4869,11432,2891,1193,9874,11281,11733
7768,8285,10034,7109,7032,6311,2574,9532,6762,9614,3957
7769,11402,9764,1042,13154,1761,7830,3487,6799,5448,8484
7770,1130,7574,5013,1601,11754,11446,6824,11104,8613,3791
7771,3261,1196,11725,131,9838,9800,7796,4704,4176,3876
7772,330,4616,2944,4528,263,9026,3986,1545,5118,9620
7773,3418,13320,12149,2774,8360,11132,3033,9963,4541,11442
7774,5921,2568,12220,12614,9473,8676,418,1170,4399,3906
7775,346,839,1649,5140,1013,9422,10490,160,10516,1258
7776,10341,5074,6308,4887,12397,2937,253,4483,639,12801
7777,2676,2653,9134,1906,9713,5725,3361,3306,6647,6400
7778,10247,9829,6689,2539,13111,9558,6022,9854,8997,10427
7779,4379,5302,9470,357,9543,6912,6298,3374,12309,10182
7780,3133,7047,2491,6322,6462,1100,973,8915,4073,7235
7781,10043,6484,2870,10037,4596,5059,7163,7750,7955,4232
7782,4988,7375,1027,10847,3509,6972,8604,1986,7730,91
7783,5252,1327,11562,10454,6614,12885,12072,12339,5411,11430
7784,8396,1831,13178,5701,6975,12904,13182,9062,408,5515
7785,3884,1626,3338,7991,10630,1660,12583,11171,13012,56
7786,12582,7414,11086,12879,12715,11443,9239,11397,10670,6694
7787,1868,3711,9375,2029,3430,272,1528,6586,2543,1521
7788,1982,7665,3925,11,6315,11545,4781,4981,1598,11857
7789,11003,8722,4527,13267,11879,4980,11366,10048,792,2933
7790,132,3782,1855,11349,5486,891,5883,2771,933,43
7791,7515,12643,1106,9368,6541,5494,67,318,7069,7091
7792,7200,3244,513,10872,10916,10363,12370,2011,12068,2412
7793,12500,701,1141,4453,12049,1418,6973,2414,2555,4380
7794,13093,8831,3904,5503,12924,11839,5445,8843,5721,8544
7795,11683,3645,9927,8592,10742,5188,12946,9462,6638,12033
7796,4176,3635,11725,7764,4198,9924,3876,7696,274,1196
7797,2062,12208,12807,8,4879,0,2354,1099,5534,3558
7798,1750,4649,6970,9486,2285,309,1176,13279,1146,4371
7799,2718,2406,2003,12823,13069,7890,12984,550,7389,9309
7800,7950,9390,5412,4710,5653,12418,12658,10861,8367,4113
7801,9338,7411,6465,2563,3232,3761,10377,10499,1326,10375
7802,10197,7002,9138,6688,11368,13060,533,10331,10860,10318
7803,12258,11496,5938,7006,12962,6469,8555,8694,1149,9635
7804,6290,10623,7581,2585,3902,13200,1708,1836,7127,203
7805,4367,3066,11847,10873,11049,724,10704,2037,11763,7653
7806,1277,9525,1430,3209,10597,9642,1065,9333,7015,8740
7807,10684,12415,8616,9453,8201,4949,6373,5858,6282,5030
7808,6041,7461,3985,10144,12928,12790,2746,7709,8406,2420
7809,5896,3781,13318,2314,3116,2595,9861,1555,7357,1245
7810,5756,2012,934,757,9105,11652,8917,12255,410,11064
7811,8249,7973,10812,1674,1915,12702,2079,4733,9474,9139
7812,11986,2509,6839,9761,11993,3951,5036,5105,968,12438
7813,6585,9208,2390,5419,6932,2692,256,12543,7062,6470
7814,8458,3419,3153,12560,9179,7178,9052,9668,7075,1919
7815,5300,5624,10624,703,1319,284,10111,3028,2466,2202
7816,3478,1348,1426,9768,5145,4671,6920,1586,12893,6746
7817,6814,3009,2605,3377,1760,6114,8808,6397,2583,732
7818,11252,381,1712,6905,1806,8900,2181,868,615,13052
7819,3671,2237,10417,693,7986,6890,854,10488,1941,11029
7820,6904,13305,8669,5612,6769,10338,2076,4351,11008,581
7821,7591,4875,803,7554,4033,906,2503,12681,8396,11477
7822,12832,11020,5714,10728,2510,3886,1369,11387,12601,1316
7823,3943,7038,9656,12273,8081,9553,6430,10752,13005,12965
7824,9920,7835,2186,3661,3093,7865,2207,10644,8765,8251
7825,6399,13009,3218,9426,10143,11843,11287,8643,12890,10986
7826,6679,1494,2824,718,1152,2442,3786,8841,4060,12738
7827,7411,2543,8601,6465,9338,7801,1205,11260,10649,10499
7828,2175,12436,9879,2415,12566,2134,2926,12748,3541,11813
7829,4642,11513,9304,12191,7765,10829,11869,7850,2347,7884
7830,3487,9764,6580,1761,5448,13154,1042,11402,6799,7769
7831,678,10121,2297,8479,779,1268,5106,6,5724,10444
7832,1067,13163,10287,10007,4658,765,6231,8350,7428,5005
7833,6490,1937,12906,1525,1652,11827,11867,6834,9503,5386
7834,788,11309,1710,12569,11828,10071,12489,7353,4306,1132
7835,7824,3661,9920,3093,7865,2207,2186,11006,8765,97
7836,2738,11011,4070,2209,3466,5342,10147,573,8543,6319
7837,963,7300,7497,3826,2445,7506,1921,11209,9004,2528
7838,8155,8812,12279,3537,10850,1284,1999,11116,10380,1132
7839,1175,8926,7087,5219,10230,9891,428,12196,13266,1571
7840,8104,952,7364,159,10064,12604,4963,11355,11956,4194
7841,9579,8992,742,2643,6129,8973,11620,7222,9740,5470
7842,5951,3833,11802,392,8086,11488,4833,11032,7400,12669
7843,5059,6484,10043,7163,11420,10037,5127,7468,856,2870
7844,8746,5315,5797,7314,2768,12607,2727,7153,12579,4133
7845,12106,7005,8721,6143,7892,1688,360,8781,12035,1621
7846,10000,3496,9414,4575,13014,13276,3454,5163,8960,6683
7847,8340,2847,9192,10803,1931,1891,6000,3720,1009,6886
7848,389,466,4938,796,2301,450,850,3052,9935,10432
7849,9300,3016,4695,9655,13407,10733,10059,11078,5313,11023
7850,10898,775,7765,12419,8671,2347,11869,2612,7884,7519
7851,10444,5210,5366,11130,2697,10678,62,582,3331,3556
7852,12192,5149,8038,2124,10263,7265,11551,12705,3551,3748
7853,8515,11920,8272,12305,10795,12375,10210,7566,12695,13123
7854,887,7267,2794,903,10656,3867,4347,3638,327,10977
7855,4637,3740,324,4666,5516,3880,7314,7153,8200,8746
7856,13281,6827,6666,3268,529,12802,4331,9810,7857,1453
7857,12802,12645,3268,1453,4331,7856,3291,516,6666,9810
7858,13362,3092,3708,3813,10467,4929,5563,8320,10547,8488
7859,6763,5336,11013,11339,13365,9062,12205,10709,408,7197
7860,8186,3659,9807,5607,11769,1293,10074,5777,5711,10787
7861,5532,3080,8465,12433,6467,621,242,8895,3472,6578
7862,13148,8899,9169,13380,12188,7239,4719,1227,7694,9288
7863,670,8750,2403,8345,6338,4939,7673,8503,1805,8051
7864,144,3207,282,3138,1120,1403,1801,1684,2429,7708
7865,8901,3661,8765,11006,9397,2401,631,9920,11818,5150
7866,5832,1755,4214,13164,9216,11334,6004,12299,5689,1979
7867,9139,1674,10258,12097,7811,12702,7352,9942,7973,4388
7868,10788,1774,8505,12988,13018,3749,3364,9858,6262,3506
7869,10197,3255,7802,11368,7002,3206,10860,5603,2141,9153
7870,9073,1004,2483,100,3690,955,172,1623,2369,1095
7871,6439,10146,9348,12742,674,3548,8075,12748,10464,12566
7872,6265,9228,1408,8912,369,11282,12765,1321,11199,10426
7873,6838,4611,4858,7373,4161,3177,10744,236,9329,828
7874,6646,4496,11888,2405,2462,2819,7187,8596,1933,4104
7875,8852,5802,5869,6738,11084,12272,2109,5388,5751,9835
7876,3864,4545,12420,10994,7563,5570,271,5957,12889,9703
7877,12434,7472,1957,13050,1577,7466,5145,8797,1586,165
7878,10416,7925,1692,2126,12683,9176,489,6033,3667,12468
7879,11785,10498,5970,10991,13348,10834,5375,2322,12267,7646
7880,1606,9539,5664,8383,610,2284,12471,4220,1859,7656
7881,11922,630,3689,10827,256,2692,806,5165,6932,7656
7882,8943,12236,8586,2688,9549,10479,4747,12030,2867,9820
7883,3148,1648,6859,4408,9217,57,542,6081,1310,12429
7884,2389,11869,9304,2448,7909,2299,9605,5288,12426,7519
7885,10740,8084,10515,12777,10722,5633,12621,8256,12999,2009
7886,8604,4988,10847,91,7730,1986,6972,8827,7782,5719
7887,11271,7608,9242,12034,3586,12392,13083,467,4715,7391
7888,10544,2684,2714,8139,12496,637,11125,1848,9839,2205
7889,6915,8117,3678,5353,12161,5386,45,5605,11995,7641
7890,12823,13069,2003,7799,2718,6007,2406,3890,5996,12306
7891,12136,8934,1441,8809,2843,3230,5012,4302,7518,12178
7892,1688,360,6143,8721,7845,12106,12035,8781,1621,11514
7893,13013,8247,7281,10690,3810,12926,6123,8665,1282,3363
7894,395,665,8333,7658,1231,11718,4063,4592,11753,5103
7895,12648,5512,11673,3194,9756,12040,4941,7196,2532,8289
7896,4795,2159,11586,8486,8158,11941,11461,9833,11735,3263
7897,3431,3593,4286,2619,4587,11341,2567,10094,2565,12166
7898,11661,10061,13296,10582,448,3284,5886,666,1646,12432
7899,3992,10175,9040,5202,9152,5672,5182,7468,3246,10471
7900,9485,2540,6008,12514,12877,7426,2245,5587,4953,8346
7901,8049,11700,3721,8342,9345,4641,166,10956,12732,5224
7902,7983,2741,8832,11777,9629,7276,7211,13084,3271,7101
7903,8264,3404,3123,6860,6697,4036,12915,5547,11687,5047
7904,8354,2043,3251,6829,4629,8906,1719,1703,2597,3119
7905,1270,4282,5895,3981,5839,10500,12175,8176,3544,12474
7906,6710,12780,13163,10892,4658,12103,13184,2208,12431,11076
7907,4514,12626,9527,7408,11346,12270,4737,10719,6735,2760
7908,12158,11102,7225,8734,12722,8925,3139,12361,7452,12301
7909,9250,11940,2448,3510,10053,2389,3180,2299,4946,4813
7910,5167,9545,12245,7464,4163,13033,8673,8346,8567,5052
7911,7051,3006,3667,8805,6731,3989,6409,12414,2172,8424
7912,927,6043,3048,6429,7458,7934,4507,540,13193,8466
7913,1224,12217,9268,4155,10959,8968,10934,11880,8045,1332
7914,892,1080,6438,6295,1401,2860,4342,9358,12778,218
7915,11005,7440,2712,2379,4017,10807,4339,6487,4441,3550
7916,6577,578,3830,6681,11203,10284,6714,6410,9578,8634
7917,8150,11977,8866,11783,10782,9352,8332,2850,5451,4567
7918,3481,3518,1323,13403,4132,7677,3375,4573,7179,7486
7919,10872,722,7200,11536,5367,41,12387,7341,12012,10246
7920,5732,9567,3937,11383,6850,7994,12972,10266,3718,11484
7921,1369,3272,1316,11840,13284,7598,149,4026,12341,8640
7922,5272,5963,8542,7082,4472,10609,2521,5650,4457,5285
7923,6113,6629,6464,212,8116,8681,13117,4424,4395,9047
7924,690,11351,734,3672,1751,8228,7957,4252,1904,1830
7925,12683,10382,11724,5831,3703,2126,9113,9176,9771,5454
7926,7492,8668,8031,4130,3340,2342,8107,10562,4738,9354
7927,12419,2216,6442,775,10898,12842,6562,2612,7850,503
7928,1219,1812,12115,9565,10974,3697,5478,10534,11561,8347
7929,7716,13327,8196,9762,12165,4326,6314,7269,6137,4442
7930,10153,5847,2875,7064,7628,4007,5759,7482,8640,10215
7931,9705,10722,12999,8256,12777,7446,10515,12851,10740,12621
7932,10168,7967,1142,13198,11853,12890,11287,11991,632,497
7933,4111,82,5339,7979,9791,593,10209,8680,11555,1980
7934,8879,4507,3515,1905,2385,6832,540,7458,13193,6686
7935,6532,9202,8096,6389,2208,12029,11488,8397,392,11032
7936,10041,6089,10734,11227,9844,3096,7275,11613,1697,2760
7937,12491,9393,7386,5426,9739,7559,11526,8610,8826,7090
7938,5476,1163,4350,3485,5679,4010,10712,12490,5296,9243
7939,12758,5893,10589,1252,11320,1608,10097,9302,5376,2666
7940,879,8779,3173,3996,9266,3304,6698,7513,754,2781
7941,10762,7541,7095,12378,1158,8302,13001,2187,7739,4444
7942,8856,9051,4260,2685,6655,11326,4835,4083,4796,10319
7943,10192,8801,10730,6170,5231,9315,5291,9879,7676,11452
7944,4623,5181,11630,1839,11461,9966,13104,3337,2422,13247
7945,10769,11464,13043,12060,11575,13061,12649,2170,12727,7106
7946,9931,10553,12812,9538,9884,553,6317,5530,4148,3012
7947,5958,797,3050,6608,1272,3305,5458,8217,912,13209
7948,782,1801,2749,1858,4381,9542,3207,1120,4305,7864
7949,12190,6948,11267,11816,9533,12031,13074,10409,7624,3164
7950,7800,9390,5412,4710,5653,12418,10861,8367,12658,4113
7951,6888,9337,4797,10514,4942,11932,7539,4801,8069,11278
7952,11497,7587,11970,8390,10698,940,6556,11476,1665,7390
7953,11665,3873,4732,6059,4376,12528,10702,11096,10324,2706
7954,4905,6443,4465,6187,7250,8460,4736,10466,7099,2100
7955,4154,13183,8955,8141,2886,10682,4076,10942,8034,12011
7956,10463,2650,11246,13311,8163,10513,11235,10052,11852,12274
7957,690,1830,11351,7924,1985,1904,1751,734,3672,3073
7958,7751,4943,3641,6492,5961,2750,2636,5162,1366,6662
7959,3815,10982,3443,6270,2383,3687,7695,5768,6225,12766
7960,4360,3373,3997,3503,1666,179,12460,3256,3845,4127
7961,4327,4757,9723,5233,6809,8420,12105,13345,13125,10785
7962,11009,3283,8332,11653,7537,5567,2589,5749,10951,6874
7963,4014,11862,2766,6259,10725,587,4955,5006,10471,4366
7964,11574,11948,4881,944,6482,11349,1625,229,10477,2761
7965,1344,10997,1591,5082,922,8892,740,2633,273,8794
7966,9241,8230,12784,8032,6118,9865,1452,5571,9362,4139
7967,10168,6229,5260,3113,13198,12233,11853,243,2790,5329
7968,1020,7112,4125,2499,11037,4211,3115,4114,7652,3643
7969,1624,7284,5114,889,12044,3090,10248,5137,10196,8697
7970,4862,1294,6453,5857,12153,7325,3921,4196,4810,4149
7971,11345,11010,11289,982,3852,2613,3693,13022,12146,6916
7972,4429,1259,808,962,2983,206,1356,3031,9584,9585
7973,7811,8249,10812,2079,12702,4733,4169,9474,1674,12097
7974,2755,766,1362,6757,9619,7255,12493,9951,11893,4660
7975,11087,7816,8127,12630,12857,1577,8799,11738,425,2394
7976,6501,569,7620,4256,5806,9303,4004,11635,11517,12375
7977,5926,5979,6711,11249,7066,9782,9765,9704,1285,10116
7978,12666,11376,12921,6742,1271,7745,3750,12825,12797,12048
7979,4111,7933,9791,5339,11555,82,1980,10209,12109,9502
7980,2068,4199,758,8404,6691,12456,1085,7475,2717,7182
7981,7285,9419,12058,12524,1069,64,6539,4701,3070,13245
7982,4967,5618,8021,5638,4234,4061,10587,13122,8522,5228
7983,8832,2741,2176,3271,7276,13084,7211,7101,7902,4065
7984,8140,6659,11603,2554,1380,5402,1480,7081,1424,3655
7985,8633,12692,5244,7160,5404,6823,11925,8335,3774,9821
7986,12045,2723,13344,2588,1941,11810,12478,11686,9993,9087
7987,3298,5378,1536,874,7728,7529,6374,11517,5467,6793
7988,10436,4821,9914,8646,8736,1204,11331,3738,5527,10529
7989,12779,3972,10092,6126,8334,10412,12791,6729,2805,4926
7990,6079,13059,878,9410,1677,2102,10020,10728,12699,4026
7991,65,8670,5348,5218,11171,13303,5686,10630,1660,1537
7992,8501,308,5466,2882,1058,11140,8719,4564,11549,10344
7993,11294,11564,3414,6514,4812,5095,12090,11197,11656,8602
7994,9567,12972,10266,6850,11070,11383,7920,11484,5732,3718
7995,3724,1620,9071,2562,4828,9541,12463,5999,12869,11120
7996,9230,6161,10578,85,12948,10925,11717,32,4854,1136
7997,10136,3401,2257,11215,4458,1017,1082,4996,7369,6321
7998,6572,12056,5425,1484,5062,4308,3854,8713,4373,928
7999,4397,8027,2759,2331,10933,78,5881,4752,9991,8425
8000,3952,335,2337,9927,6638,10780,7092,13139,10820,7743
8001,8519,4280,6148,2695,9847,3450,9955,4860,7438,6950
8002,6463,11713,644,13292,876,3666,10407,10178,6039,8134
8003,4364,10935,4729,8037,5306,4122,6935,13210,13206,4502
8004,5650,10609,8542,7082,5272,11521,5963,5285,4457,4472
8005,6060,11216,3179,3499,2235,4791,1764,2308,8761,6403
8006,12815,13053,12140,10303,12768,2469,9374,11850,9174,5030
8007,4393,7766,5156,13409,11426,10356,6436,5760,2112,2625
8008,1388,7207,4322,9522,297,13313,9819,705,3511,1328
8009,6125,6946,9777,5283,12576,4714,2382,7692,568,5748
8010,13062,9178,2034,8041,6044,8110,2950,9457,12884,12249
8011,10877,915,5063,1455,3223,6811,4378,2624,10693,3002
8012,8937,5396,12713,12538,13351,11752,11671,6368,2579,2099
8013,3674,6997,7176,3110,10241,8296,13021,7119,7760,5787
8014,5415,4956,8653,6675,8659,13312,3056,12238,6898,496
8015,9034,10357,11751,817,8636,11091,348,11451,13424,1855
8016,10067,2678,11269,11310,1119,7345,11489,12596,5416,9973
8017,2760,9115,12422,8632,12351,9527,9346,7449,1697,7907
8018,3520,2309,9523,12003,6427,5809,5643,11251,753,8991
8019,4052,8409,1535,2271,10943,3309,4402,1456,2600,5121
8020,481,7586,8362,2863,3590,10134,11430,7313,10250,10454
8021,4061,5228,8522,7982,4234,5618,4290,10392,5638,3525
8022,31,5791,8018,5307,5809,13278,3575,1490,3520,7525
8023,10022,11379,11463,9454,9027,12848,9348,10260,8773,1543
8024,3280,9096,3765,10555,6846,2091,5860,4952,5573,7097
8025,9228,2317,4386,8608,6265,10426,11282,8912,7872,1321
8026,5207,11347,6650,6588,1791,13323,6789,5159,11181,12570
8027,4397,4752,7999,78,2331,8425,1301,9991,2759,2501
8028,3335,6230,2988,12444,5310,10079,720,8101,11664,12892
8029,10525,5502,8088,4171,2716,11961,8763,10234,3628,3707
8030,11361,12752,6919,3831,6425,5740,12829,8244,5846,12800
8031,7492,9354,10562,10374,8668,8107,3340,6016,4130,12053
8032,8230,12784,1452,9865,6118,5571,9362,4311,3397,4139
8033,657,6600,5515,5701,6843,12904,10239,7784,13178,5986
8034,856,4154,2886,10809,12036,1825,13137,12922,8955,10942
8035,7622,2907,1343,2893,10251,8433,9195,11486,3091,1756
8036,13282,10791,10913,10316,12503,11548,11070,11892,12941,10360
8037,4364,4729,12449,6656,13210,5861,6722,8003,10935,1385
8038,12192,7852,10263,3748,9008,8572,6701,4997,11897,3551
